doc,w,target,pos,year,mop_id,file_path
46,och angående massmedia och massmedias ställning debatten började redan på,massmedias,4,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
47,år de grundläggande för massmedias till som det heter,massmedias,4,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
48,och av egna massmedia det är efter den,massmedia,3,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
49,någon form när det gäller massmedias rätt att förmedla information utan,massmedias,5,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
50,i svensk tv och andra massmedia får höra så mycket om,massmedia,5,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
51,typ av för svenska massmedias rätt att visa vad som,massmedias,4,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
52,sätt i pressen och andra massmedia har exempel på,massmedia,5,1979,per_israelsson_492996,../riksdagen-corpus/corpus/197980/prot-197980--105.xml
53,i vägen för massmediernas möjligheter att lämna nyheter och,massmediernas,3,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
54,att vissa eller massmediernas självständighet i hotas,massmediernas,3,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
55,den pågående konflikten gäller inte massmedias men trots detta har,massmedias,5,1979,hilding_johansson_727860,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
56,föras just om konflikten i massmedia men frågan har också en,massmedia,5,1979,hilding_johansson_727860,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
57,naturligtvis stor uppmärksamhet i massmedia och blev bl a föremål,massmedia,4,1979,per_stenmarck_e237f1,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
58,förslaget det var också vad massmedia att rapportera från,massmedia,5,1979,gunnel_jonang_19b7e7,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
59,för ungdom typ massmedia har på senare tid,massmedia,3,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
60,i dagens svenska samhälle lyssnar massmedia och politiker oftare till de,massmedia,5,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
61,gällt att uttala sig inför massmedia i t ex sade,massmedia,5,1979,ulla_tillander_b51e0b,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
62,jag har uttalat mig för massmedia det tillhör så att säga,massmedia,5,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
63,att säga regler att massmedia intensivt bevakar dessa frågor och,massmedia,4,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
64,riksdagsledamöter har uttalat sig i massmedia jag vill i det sammanhanget,massmedia,5,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
65,oss har gjort uttalanden för massmedia med mycket stor jag,massmedia,5,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
66,enligt uppgift i massmedia finns risk för ytterligare,massmedia,3,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--59.xml
67,som är intressant inte som massmedia ibland det antalet,massmedia,5,1979,erik_warnberg_98d4a5,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
68,i kan genom massmedias bevakning konstatera hur och,massmedias,3,1979,bo_lundgren_1023ee,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
69,i våra massmedia man kan fråga sig vad,massmedia,2,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
70,fel som har påståtts i massmedier att skulle vara en,massmedier,5,1979,lars_werner_277fe8,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
71,anledning att uttrycka för massmedias positiva insatser för ett par,massmedias,4,1979,lisa_mattson_035365,../riksdagen-corpus/corpus/197980/prot-197980--110.xml
72,det i stort sett tyst massmedia ägnar sig främst åt,massmedia,5,1979,gertrud_sigurdsen_29fc1c,../riksdagen-corpus/corpus/197980/prot-197980--100.xml
73,varandra av i massmedia som utan offentligt,massmedia,3,1979,sture_ericson_b3b4e7,../riksdagen-corpus/corpus/197980/prot-197980--100.xml
74,s k betyder medium företaget har,medium,3,1979,olof_johansson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--48.xml
75,debatt debatt kommersiella massmedier i anser man sig,massmedier,3,1979,larz_johansson_547d47,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
76,av skolan likaså massmedia sprider kännedom om problemen ut,massmedia,3,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
77,bland på i massmedia osv här det inte,massmedia,3,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
78,år till detta har också massmedia genom att behandla problemen,massmedia,5,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
79,här problemen och där spelar massmedia en mycket stor roll det,massmedia,5,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
80,jag vågar påstå att om massmedia under hade använt,massmedia,5,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
81,men enligt i massmedia i går man ett,massmedia,3,1979,ingemund_bengtsson_talman,../riksdagen-corpus/corpus/197980/prot-197980--49.xml
82,när det gäller innehåll medier etc är människan i,medier,4,1979,rolf_sellgren_ade2a4,../riksdagen-corpus/corpus/197980/prot-197980--115.xml
83,samma uppgifter som på andra massmedier nämligen att ge information i,massmedier,5,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--115.xml
84,förs med olika media ut till och,media,3,1979,britt_mogård_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--129.xml
85,att en uppgift till massmedia beträffande vilken det föreligger,massmedia,4,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
86,att lämna uppgiften vidare till massmedier man bör allvarligt om,massmedier,5,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
87,som fritt kan lämnas till massmedier ett exempel på den,massmedier,5,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
88,på och även andra medier utvecklingen går ju snabbt här,medier,4,1979,jorn_svensson_f012c5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
89,positiva och från massmedia och man den,massmedia,3,1979,kerstin_ekman_3337b6,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
90,redan visat sig vara massmedia har i dagarna redovisat hur,massmedia,4,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--63.xml
91,själva läst eller som genom massmedia tagit del av den interpellation,massmedia,5,1979,torkel_lindahl_bd5ee2,../riksdagen-corpus/corpus/197980/prot-197980--76.xml
92,av de här genom massmedia och måste ha fått,massmedia,4,1979,torkel_lindahl_bd5ee2,../riksdagen-corpus/corpus/197980/prot-197980--76.xml
93,har av t ex massmedia för det första vill jag,massmedia,4,1979,torkel_lindahl_bd5ee2,../riksdagen-corpus/corpus/197980/prot-197980--76.xml
94,för bästa insats i massmedia att under,massmedia,4,1979,lars_gustafsson_7a0036,../riksdagen-corpus/corpus/197980/prot-197980--116.xml
95,upprepade inslag av i massmedia är naturligtvis är,massmedia,4,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
96,genom att en rad nya media under talet kommer att få,media,5,1979,karl-eric_norrby_02e3ec,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
97,väckt större uppmärksamhet i våra massmedia det är ju ändå så,massmedia,5,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
98,i någon högre grad av massmedia så har propositionen en,massmedia,5,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
99,den allmänna debatten och bland massmedias folk med viss,massmedias,5,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
100,ett levande och medium målet som vi senast,medium,3,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
101,hålla kvar intresset för detta medium har trots alltför,medium,5,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
102,är inom ett medium som televisionen men den får,medium,3,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
103,i sak och hur massmedia utnyttjar våldet är inte någon,massmedia,4,1979,olle_goransson_6e1f4a,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
104,göra sin och mediet skulle vara särskilt för,mediet,3,1979,karl-eric_norrby_02e3ec,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
105,tryckfrihetsförordningen kan representanter för massmedier sådana på meddelarfriheten som,massmedier,4,1979,jorn_svensson_f012c5,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
106,princip omfattas av till massmedia kan lämna uppgifter för publicering,massmedia,4,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
107,som ett i massmedias bevakning av myndigheternas arbete och,massmedias,3,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
108,och spekulationer från massmedias sida eftersom journalisterna har kunnat,massmedias,3,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
109,han vill ge till massmedia för publicering eller ej det,massmedia,4,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
110,mot av kvinnor och massmedia har haft uppgifter om att,massmedia,4,1979,alexander_chrisopoulos_55fd45,../riksdagen-corpus/corpus/197980/prot-197980--127.xml
111,här men att använda dessa medier är ingen för att,medier,5,1979,alexander_chrisopoulos_55fd45,../riksdagen-corpus/corpus/197980/prot-197980--127.xml
112,tid uppmärksammats av såväl myndigheter massmedia som allmänhet flera initiativ till,massmedia,5,1979,britt_mogård_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--127.xml
113,vill också gärna säga att massmedia har ett ansvar att följa,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--90.xml
114,fullt när han talar om massmedias ansvar vi vet ju att,massmedias,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--90.xml
115,oss mycket på att massmedia tar upp vad som vore,massmedia,4,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--90.xml
116,i debatten och i just massmedia då går det inte att,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--90.xml
117,hörde om detta i svenska massmedia ja efter sedan,massmedia,5,1979,par_granstedt_bdf643,../riksdagen-corpus/corpus/197980/prot-197980--47.xml
118,tiden som detta speglas i massmedia men sedan man bort,massmedia,5,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--47.xml
119,någonting som sig till massmedia och att världens regeringar och,massmedia,4,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--47.xml
120,som man kan i massmedia inte också skall gälla för,massmedia,4,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--47.xml
121,i radio och i andra massmedia det skulle ju skapa en,massmedia,5,1979,olof_palme_9cdd70,../riksdagen-corpus/corpus/197980/prot-197980--46.xml
122,naturligtvis kunna skylla på att massmedia har det här så,massmedia,5,1979,eva_winther_5a8be1,../riksdagen-corpus/corpus/197980/prot-197980--85.xml
123,snart uppgifter hade förekommit i massmedia i sverige och i,massmedia,5,1979,gertrud_sigurdsen_29fc1c,../riksdagen-corpus/corpus/197980/prot-197980--132.xml
124,av kommunikationsministern i ett av massmedia i stort uttalande,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--126.xml
125,i av massmedia i övrigt för att,massmedia,2,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--126.xml
126,inte utrymme i massmedia tidningarna gör ju sina,massmedia,3,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--126.xml
127,som detta ärende fått i massmedia och på annat sätt har,massmedia,5,1979,knut_wachtmeister_d53cdb,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
128,den allmänna debatten alltså i massmedia tv radio och tidningar kritiken,massmedia,5,1979,nils_berndtson_2bc1f1,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
129,men jag har i massmedia hört honom säga att han,massmedia,4,1979,nils_berndtson_2bc1f1,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
130,fråga de allra flesta västliga massmedia har både,massmedia,5,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
131,vanlig uppfattning i dessa västliga massmedia att kriget nu var slut,massmedia,5,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
132,detta ämne som förekommer i massmedia finns många svensson har,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--50.xml
133,i massmedia där ju oftast framställs,massmedia,1,1979,gunilla_andre_ae1b9e,../riksdagen-corpus/corpus/197980/prot-197980--79.xml
134,inte minst det som rör massmedia och yttrandefrihet pågår ett omfattande,massmedia,5,1979,nils_berndtson_2bc1f1,../riksdagen-corpus/corpus/197980/prot-197980--51.xml
135,har jag genom vissa massmedias sätt att och,massmedias,4,1979,anders_bjorck_272ee3,../riksdagen-corpus/corpus/197980/prot-197980--51.xml
136,de uppgifter som tidningar och massmedia i övrigt oss med,massmedia,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--51.xml
137,i spreds ju genom massmedias information annars är det,massmedias,4,1979,svante_lundkvist_ede74d,../riksdagen-corpus/corpus/197980/prot-197980--131.xml
138,göra följande om massmedia och sveriges radio ägnat den,massmedia,3,1979,marten_werner_628e80,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
139,människornas engagemang i detta arbete massmedia har också verkligen på,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
140,har varit ett från massmedias sida men jag hoppas att,massmedias,4,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
141,budskap men det inte massmedia var inte intresserade jag skulle,massmedia,4,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
142,också det glädjande förhållandet att massmedia i högre grad än tidigare,massmedia,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
143,inte bort av massmedia de behöver få massmedias hjälp,massmedia,3,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
144,av massmedia de behöver få massmedias hjälp för att deras arbete,massmedias,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
145,dag ändå förs både i massmedia i samhället och man och,massmedia,5,1979,gabriel_romanus_9d6e35,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
146,år som tidigare år i massmedia har velat sig som,massmedia,5,1979,knut_wachtmeister_5af72d,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
147,inte varit särskilt från massmedia och då får man ändå,massmedia,4,1979,per_israelsson_492996,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
148,är offentligt och står till massmedias förfogande om man således inte,massmedias,5,1979,per_israelsson_492996,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
149,av informationen faktiskt går via massmedia jag pratar om detta som,massmedia,5,1979,tore_nilsson_7fdce9,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
150,att underlätta för massmedia dessa kan sedan bäst,massmedia,3,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
151,det ofta vid detta mot massmediernas bevakning av de stora,massmediernas,5,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
152,kort därefter från massmedialt håll att allmänheten inte borde,massmedialt,3,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
153,inte borde sig att massmedia skulle fungera som något,massmedia,4,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
154,och uttalande till svenska massmedia har väckt stor oro hos,massmedia,4,1979,karin_andersson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
155,all och för massmediernas det är redan,massmediernas,3,1979,maja_backstrom_d15fb1,../riksdagen-corpus/corpus/197980/prot-197980--96.xml
156,få ett riktigt genomslag i massmedia så olof palme sitt,massmedia,5,1979,olof_palme_3e06b6,../riksdagen-corpus/corpus/197980/prot-197980--96.xml
157,i massmedia har på sistone funnits uppgifter,massmedia,1,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--96.xml
158,har förekommit i massmedia under den senaste tiden av,massmedia,3,1979,anna_eliasson_6673cf,../riksdagen-corpus/corpus/197980/prot-197980--69.xml
159,dag har det ju via massmedia framkommit att kommer att,massmedia,5,1979,ingvar_carlsson_ef4964,../riksdagen-corpus/corpus/197980/prot-197980--69.xml
160,har framkommit från via massmedia till alla de människor som,massmedia,4,1979,ingvar_carlsson_ef4964,../riksdagen-corpus/corpus/197980/prot-197980--69.xml
161,de ansvariga på via massmedia reagerat mycket kraftigt det är,massmedia,4,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--69.xml
162,har också denna vecka i massmedia fått uppgifter om att ca,massmedia,5,1979,sten_svensson_cb2571,../riksdagen-corpus/corpus/197980/prot-197980--41.xml
163,i och folkrörelser massmedia har ett alldeles speciellt ansvar,massmedia,3,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
164,skedde efter ett massmedia kring,massmedia,3,1979,rune_gustavsson_845801,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
165,glädjande nog talas det i massmedia i dag i om,massmedia,5,1979,rune_gustavsson_845801,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
166,pekar i sitt svar på massmedia och säger att massmedia inte,massmedia,5,1979,thure_jadestig_641750,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
167,på massmedia och säger att massmedia inte minst televisionen har ett,massmedia,5,1979,thure_jadestig_641750,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
168,för sig omfattning måste massmedia vara med som,massmedia,4,1979,thure_jadestig_641750,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
169,svar pekar på massmedias ansvar jag vill då,massmedias,3,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
170,för i skolan och massmedia kan socialministern finna någon väg,massmedia,4,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
171,bör kunna hoppas på att massmedia tar upp den debatt som,massmedia,5,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
172,spritts under flera av massmedia och andra har ett,massmedia,4,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
173,på är av massmedias och bl a televisionens ansvar,massmedias,3,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
174,bl a televisionens ansvar att massmedia har ett stort ansvar är,massmedia,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
175,den när det gäller massmedia behöver jag här inte ge,massmedia,4,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
176,in på att förklara december massmedias frihet att själva vilket,massmedias,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
177,under den här hösten har massmedia ägnat den om åtgärder mot,massmedia,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
178,problemen i samhället därmed har massmedia framför allt tidningarna i hög,massmedia,5,1979,marta_fredrikson_fff4ae,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
179,att detta skulle massmedias frihet känner man väl till,massmedias,3,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
180,synpunkter just för att massmedias roll socialministern nämnde att man,massmedias,4,1979,elver_jonsson_97ddab,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
181,i dagens samhälle från massmedia och från allmänheten att,massmedia,4,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--54.xml
182,frågan har tagits upp i massmedia vid har det visat,massmedia,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--40.xml
183,från enligt uppgifter i massmedia har den svenska regeringen,massmedia,4,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--40.xml
184,svenska som arbetar i massmedias och ibland i,massmedias,4,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--97.xml
