doc,w,target,pos,year,mop_id,file_path
11,i enlighet med i reservation som jag yrkar bifall till sedan flera år tillbaka pågår en livlig diskussion i massmedia och i olika om i vår och om av ändrade hos en stor del av,massmedia,19,1979,filip_johansson_6b5811,../riksdagen-corpus/corpus/197980/prot-197980--163.xml
12,väldigt få och väldigt många både från de borgerliga partierna och i det väldiga som de massmedia utgör det som verkligen de borgerliga partierna samman är ju motståndet mot eller inför socialdemokratin och så,massmedia,16,1979,lars_werner_277fe8,../riksdagen-corpus/corpus/197980/prot-197980--17.xml
13,är ett av våra mer eller mindre väl problem vi har nyligen genom massmedia blivit informerade om hur ofta det förekommer misshandel av kvinnor i hemmet för socialt arbetande är detta ingen nyhet de,massmedia,13,1979,olof_johansson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--17.xml
14,statsrådet att det är möjligt att låta efter anmälan om misshandel fortgå även om anmälan tas tillbaka uppgifter i massmedia tyder på att möjligheten att vid särskilda behov låta elever få gå en s k anpassad kommit att utnyttjas,massmedia,19,1979,olof_johansson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--17.xml
15,jag för här i dag och vi har haft debatt inte bara här i kammaren utan också i press och massmedia just om de här frågorna jag tyckte det var väsentligt att i det här sammanhanget markera de ideologiska skillnader som,massmedia,20,1979,ingvar_svanberg_9b9ead,../riksdagen-corpus/corpus/197980/prot-197980--162.xml
16,kunna genom vpk menar att de diskussioner som kommer att föras i nämnden måste få av massmedia och nå ut och diskuteras också på andra arbetsplatser vad det senare beträffar så bör det kunna tillgodoses genom,massmedia,16,1979,marie-ann_johansson_50d66a,../riksdagen-corpus/corpus/197980/prot-197980--148.xml
17,negativ tyvärr inte minst bland kvinnor i dag är kvinnliga reportrar en självklarhet lika väl som manliga men ändå speglar massmedia själva ofta ett traditionellt är i större utsträckning män har litet utrymme i och i,massmedia,20,1979,marie-ann_johansson_50d66a,../riksdagen-corpus/corpus/197980/prot-197980--148.xml
18,och läser man under rubrik på nya får man lätt intrycket att en kvinna sällan en massmedia har en viktig uppgift att påverka opinionen och man kan förvänta sig anser jag att de för massmedia,massmedia,16,1979,marie-ann_johansson_50d66a,../riksdagen-corpus/corpus/197980/prot-197980--148.xml
19,massmedia har en viktig uppgift att påverka opinionen och man kan förvänta sig anser jag att de för massmedia är speciellt på det här området naturligtvis skall man om möjligt välja efter intresse och men jag,massmedia,18,1979,marie-ann_johansson_50d66a,../riksdagen-corpus/corpus/197980/prot-197980--148.xml
20,förslaget om i stort sett kan accepteras vad vpk nu gör är att försöka på en i massmedia framför allt i den största det är inget nytt er hållning i frågan om tvång inom har inte,massmedia,17,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
21,man gör en så total och den nya uppfattningen råkar med vad som för dagen kommer fram i massmedia då tycker jag inte man skall kritisera andra för brist på uppfattning jag tycker inte att inga skall,massmedia,18,1979,goran_karlsson_2a26b0,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
22,nuvarande och det nu aktuella förslaget till och lag om vård av unga trots detta utvecklas i massmedia en kritik som helt saknar förslaget är säger man fullständigt om barnen upprepade kommer att,massmedia,17,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
23,som gäller åtgärder och ingripanden till skydd för barn av detta får man kanske en något annan bild än den massmedia ger i massmedia man djup men som jag nämnde tidigare är betänkandet enhälligt jag hoppas att utskottet med,massmedia,20,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
24,och ingripanden till skydd för barn av detta får man kanske en något annan bild än den massmedia ger i massmedia man djup men som jag nämnde tidigare är betänkandet enhälligt jag hoppas att utskottet med de uttalanden som,massmedia,20,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
25,fortfarande en viss oklarhet om karin egen inställning till den nya lagstiftningen det har en del uppgifter i massmedia och jag har tidigare frågat karin söder om hennes inställning jag tycker inte att jag fått den klarhet jag skulle,massmedia,18,1979,ingegerd_troedsson_1_vice_talman,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
26,annan förebyggande verksamhet bland invånare i området när man har följt debatten kring den nya socialtjänsten i tidningar och andra massmedia har man lätt kunnat få intrycket att sker i ett stort antal fall och dagligen överallt i sverige sanningen,massmedia,20,1979,olle_goransson_6e1f4a,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
27,blir debatten om möjligheterna till gärna en där man lätt bort speciellt den senaste i massmedia om av barn har ju helt det faktum att det är mycket svårt att en längre tid,massmedia,15,1979,olle_goransson_6e1f4a,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
28,bara för att man deras handlingssätt det finns ett bättre sätt att den svenska riksdagen i full offentlighet under massmediernas bevakning och under en ganska bevakning än en gång gör ett kraftfullt uttalande i frågan det är det,massmediernas,19,1979,daniel_tarschys_c48a0f,../riksdagen-corpus/corpus/197980/prot-197980--28.xml
29,beslutet skulle den politiska till ett direkt organ med detta är att beslutet sker offentligt att massmedia kan följa debatten och att ledamöter och partier har en möjlighet att ta initiativ och genom motioner interpellationer och enkla,massmedia,16,1979,hilding_johansson_cfcb37,../riksdagen-corpus/corpus/197980/prot-197980--28.xml
30,arbetsmarknadsministern om de krav som ställs och överlämnat till stöd för dess krav inte minst det stora intresset från massmedias sida ett offentligt besked från statsministern på frågan vilka initiativ avser regeringen att ta på av det material,massmedias,19,1979,karin_andersson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--28.xml
31,som ständigt måste föras mellan och blir i ett stilla över och inte något för massmedia och medborgare det blir t ex långt svårare för företagare att kritisera en regerings ekonomiska politik när företaget blir alltmer,massmedia,15,1979,ing-marie_hansson_797c12,../riksdagen-corpus/corpus/197980/prot-197980--161.xml
32,och sälja läromedel dessutom och till sist är ett det ger ut läroböcker och det utvecklar nya medier ser man inte på socialdemokratiskt håll någon fara i att skapa en statlig inblandning i just det företaget ser man,medier,17,1979,ing-marie_hansson_797c12,../riksdagen-corpus/corpus/197980/prot-197980--161.xml
33,under en ganska lång tid har k varit föremål för en ingående debatt vilket framgått inte minst av massmedia bla har liv beskrivits som en enda lång också i samband med av budgetpropositionen att pensionärer,massmedia,18,1979,borje_nilsson_c4e38d,../riksdagen-corpus/corpus/197980/prot-197980--112.xml
34,det känns betryggande om försvarets nya herr talman kerstin har frågat mig om bakgrunden till vissa uppgifter i massmedia nyligen om för det svenska försvarets nya hon frågar om tekniken inte har eller om,massmedia,18,1979,kerstin_ekman_3337b6,../riksdagen-corpus/corpus/197980/prot-197980--99.xml
35,av ekonomiska skäl hittills har detta främst utifrån kravet på de uppgifter om som förekommit i massmedia sig mellan och under denna genomfördes av trots dåliga den situationen,massmedia,16,1979,kerstin_ekman_3337b6,../riksdagen-corpus/corpus/197980/prot-197980--99.xml
36,alla i skolan arbetande lärare m fl som för eleverna stått i centrum för debatten i massmedia och bland allmänheten inledningsvis bör det också att de flesta undersökningar visar att relationerna inom och utom skolan ofta,massmedia,16,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--72.xml
37,har frågat mig vilka åtgärder regeringen är beredd att vidta för att i olika internationella sammanhang protestera mot indiska massmedia har på senare tid alltmer uppmärksammat att kvinnor i åtskilliga fall har eller fysiskt händelseförloppet har,massmedia,19,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--66.xml
38,också var inne på när man går för att lyssna på eller följer referat av i massmedia väntar man sig sannolikt över lag att debatten skall få gå in på vilka områden som helst som gäller politiken,massmedia,16,1979,wiggo_komstedt_728053,../riksdagen-corpus/corpus/197980/prot-197980--66.xml
39,om förakt för politiker delvis är en som på ett och från synpunkt oroväckande sätt i massmedia bakgrunden är emellertid en mellan oss politiker och allmänheten och den är sannolikt samtliga ledamöter av denna kammare,massmedia,16,1979,wiggo_komstedt_728053,../riksdagen-corpus/corpus/197980/prot-197980--66.xml
40,sig och sin familj vid arbetslöshet vilka är det då som drabbas det kan man ta del av i massmedia varje dag vill lägga ned vid och delar av det betyder arbetslöshet för,massmedia,19,1979,lars_werner_015741,../riksdagen-corpus/corpus/197980/prot-197980--73.xml
41,lösa problemen allmänpolitisk debatt allmänpolitisk debatt genom att lägga på andra på grupper som man själv inte tillhör som massmedia för tillfället sysslar med etc de höga måste de breda det är ett,massmedia,19,1979,kjell-olof_feldt_0b7dd7,../riksdagen-corpus/corpus/197980/prot-197980--73.xml
42,ex med om året fyra år framöver det är en litet märklig debatt som en del politiker och massmedia ibland för då man talar om att höjda skatter kan vara aktuella för olika framtida reformer sanningen är att de,massmedia,18,1979,kjell-olof_feldt_0b7dd7,../riksdagen-corpus/corpus/197980/prot-197980--73.xml
43,vi överväga att behandla med herr talman det är givet att det när detta besked från industriministern via massmedia nådde och då i synnerhet de man som berörs i och deras familjer uppstod vissa förhoppningar men tiden,massmedia,18,1979,karl_erik_eriksson_3_vice_talman,../riksdagen-corpus/corpus/197980/prot-197980--98.xml
44,är otillfredsställande och det är naturligtvis positivt utskottet säger vidare att av tredje världens egna resurser på och massmedias områden kommer att ta tid och att man måste lita till olika metoder och gå genom skilda kanaler det är,massmedias,18,1979,ingrid_sundberg_d9fd02,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
45,det här sammanhanget gärna säga några ord om den debatt som har förts om unescos deklarationer och resolutioner angående massmedia och massmedias ställning debatten började redan på talet i form av förslag till resolutioner på unescos att det tog,massmedia,19,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
46,sammanhanget gärna säga några ord om den debatt som har förts om unescos deklarationer och resolutioner angående massmedia och massmedias ställning debatten började redan på talet i form av förslag till resolutioner på unescos att det tog nära ett,massmedias,19,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
47,som jag särskilt vill understryka stora förändringar i det ursprungliga förslaget antogs vid unescos år de grundläggande principerna för massmedias bidrag till som det heter av fred och internationellt av mänskliga rättigheter och av rasism,massmedias,19,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
48,uppvigling till krig i den deklarationen slås också fast krav på en mer rättvis och förstärkning av egna massmedia det är efter den som sverige arbetar utskottet har erfarit att vi i vår också i fortsättningen kommer,massmedia,18,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
49,minska den men eva hjelmström man gör inte det genom att införa förbud i någon form när det gäller massmedias rätt att förmedla information utan man gör det just på det sätt som utrikesutskottet har framfört i det här betänkandet,massmedias,19,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
50,skall kunna få ut informationen eva hjelmström började sitt anförande med att beklaga att vi i svensk tv och andra massmedia får höra så mycket om den amerikanska någon form av vore här önskvärd jag vill ställa frågan hur,massmedia,20,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
51,skall inte beröra det eva hjelmström sade om den internationella betydelsen av det valet vilken typ av begränsning för svenska massmedias rätt att visa vad som händer och sker i usa och på andra platser skulle eva hjelmström vilja ha här,massmedias,20,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
52,av med vilka garantier har vi för att under tiden på ett tillfredsställande sätt i pressen och andra massmedia har givits exempel på industrier som till varje pris vill bli av med nr sitt som accepterat det kommunala,massmedia,18,1979,per_israelsson_492996,../riksdagen-corpus/corpus/197980/prot-197980--105.xml
53,de som står vid sidan om kan göra sina egna självständiga bedömningar skulle det läggas hinder i vägen för massmediernas möjligheter att lämna nyheter och information och att förmedla olika åsikter står vi alltså inför en mycket allvarlig situation särskilt,massmediernas,19,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
54,alltså inför en mycket allvarlig situation särskilt alarmerande vore det om utformas så att vissa eller massmediernas självständighet i hotas i ett läge som dagens har parterna på arbetsmarknaden ett stort ansvar jag anser mig,massmediernas,16,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
55,verkningarna visar sig inte minst på det område som jag tagit upp i min fråga den pågående konflikten gäller inte massmedias men trots detta har hela redan drabbats mycket hårt och om pågår en tid kan verkningarna bli,massmedias,20,1979,hilding_johansson_727860,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
56,och omfattande information om vad som är på gång och att en omfattande debatt kan föras just om konflikten i massmedia men frågan har också en mycket viktig principiell vi har med rätta i vårt land ansett att en fri,massmedia,20,1979,hilding_johansson_727860,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
57,via på innebär det och ungefär dessa väckte naturligtvis stor uppmärksamhet i massmedia och blev bl a föremål för frågeställningar i denna kammare under började så åter förhandlingar mellan parterna sj och lkab,massmedia,12,1979,per_stenmarck_e237f1,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
58,europeisk i stockholm redan i den mars då utrikesministern sig till förslaget det var också vad massmedia ansåg värt att rapportera från den debatten förslaget har senare vunnit anslutning vid det nordiska i helsingfors i slutet,massmedia,16,1979,gunnel_jonang_19b7e7,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
59,ställa följande fråga till chefen för är statsrådet beredd att verka för att för ungdom typ massmedia har på senare tid skildrat en strid om rätten för att få medlemskap i en av en,massmedia,16,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
60,det svenska de blir emellertid lätt eftersom de är över stora områden i dagens svenska samhälle lyssnar massmedia och politiker oftare till de koncentrerade protester i men arbetslöshet och utgör samma problem,massmedia,17,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
61,synnerhet då jag har upplevt att herr åsling inte har varit särskilt när det gällt att uttala sig inför massmedia i måndags t ex sade industriministern i radio att riksdagen endast borde bestämma de ekonomiska inom vilka svenska varv,massmedia,19,1979,ulla_tillander_b51e0b,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
62,är beredda att fortlöpande informera om hur jag har fått kritik för att jag har uttalat mig för massmedia det tillhör så att säga regler att massmedia intensivt bevakar dessa frågor och jag har sett att också herrar,massmedia,18,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
63,jag har fått kritik för att jag har uttalat mig för massmedia det tillhör så att säga regler att massmedia intensivt bevakar dessa frågor och jag har sett att också herrar riksdagsledamöter har uttalat sig i massmedia jag vill i,massmedia,19,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
64,regler att massmedia intensivt bevakar dessa frågor och jag har sett att också herrar riksdagsledamöter har uttalat sig i massmedia jag vill i det sammanhanget passa på att göra ett mina uttalanden har så att vi från regeringens,massmedia,19,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
65,i tolka vad industriministern har framfört här i dag en och annan ytterligare av oss har gjort uttalanden för massmedia med mycket stor tvekan jag har under några veckor fått frågan hur skall du rösta jag har sagt att jag,massmedia,19,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
66,televerkets personal har de flesta åter fått möjlighet att se tv men fortfarande saknar till hushåll enligt uppgift i massmedia finns risk för ytterligare skador om blir vid med skulle enligt bedömningar bli,massmedia,19,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--59.xml
67,med upp till när det gäller är det ju antalet som är intressant inte som massmedia ibland framställer det antalet eller kronor per månad i skall man uppnå en effekt med är det,massmedia,15,1979,erik_warnberg_98d4a5,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
68,denna bakgrund skall förslagen om en begränsning av och en ytterligare ses i kan genom massmedias bevakning konstatera hur och företagare betalar inga eller mycket låga skatter detta sker genom omfattande avdrag och olika,massmedias,15,1979,bo_lundgren_1023ee,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
69,det hållet som har ställt sig upp och krävt lägre har som en hjälte i våra borgerligt massmedia man kan fråga sig vad det ligger för i att kräva när man inte talar om hur de,massmedia,17,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
70,på att utveckla nya detta upplever vi från folkpartiet som mycket viktigt det är fel som har påståtts i massmedier att linje skulle vara en linje i linje ingår inte att några existerande skall till stat och,massmedier,19,1979,lars_werner_277fe8,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
71,i de flesta fall inte är utan man har inte ofta mera sällan anledning att uttrycka för massmedias positiva insatser för ett par månader sedan gjorde emellertid tidningen expressen en som var ett mycket bra jag,massmedias,17,1979,lisa_mattson_035365,../riksdagen-corpus/corpus/197980/prot-197980--110.xml
72,om av till vad innebär den för framtiden men i sverige är det i stort sett tyst massmedia ägnar sig främst åt eller en en utländsk journalist skrev häromdagen svenskarna har skapat,massmedia,17,1979,gertrud_sigurdsen_29fc1c,../riksdagen-corpus/corpus/197980/prot-197980--100.xml
73,denna som stora grupper inom vårt eget folk nu tvingas i mot varandra av i massmedia som utan offentligt därtill sin egen ängslan på alla de kan nå i en situation då ingen vet,massmedia,15,1979,sture_ericson_b3b4e7,../riksdagen-corpus/corpus/197980/prot-197980--100.xml
74,för att kartlägga olika som en intressant och produkt sig då den s k betyder medium företaget har sålunda under drygt tre år och arbetat intensivt för att få till stånd en,medium,15,1979,olof_johansson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--48.xml
75,är därvid viktiga åtgärder men hot riktas nu mot barnen genom hårt allmänpolitisk debatt allmänpolitisk debatt kommersiella massmedier i anser man sig ha rätt att de ungas med kränkande rått våld,massmedier,17,1979,larz_johansson_547d47,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
76,att ungdomen kan undgå att påverkas av de faktorer som den äldre av skolan likaså massmedia sprider kännedom om problemen ut till minsta av samhället oron ute i världen givetvis också sin över,massmedia,15,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
77,alkoholen säger t ex i norrköping kampen emot måste föras överallt i hemmen bland på jobbet i massmedia osv här räcker det inte med ord de exempel bildar mönster för de ungas beteende skolan behöver inte,massmedia,17,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
78,alkoholen och dess skadeverkningar det har skett en markant i opinionen bara under något år till detta har också massmedia medverkat genom att behandla problemen mycket än tidigare det är viktigt att vi alla tar till vara det här,massmedia,19,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
79,är oerhört viktigt om vi inte gör det kommer vi aldrig till rätta med de här problemen och där spelar massmedia en mycket stor roll det är bra att vi under den senaste tiden har fått en ganska bred debatt kring,massmedia,20,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
80,även i landet i övrigt det är bra att verkligheten beskrivs på det här sättet jag vågar påstå att om massmedia under årens hade använt en av den tid och de som under de senaste dagarna har ägnats,massmedia,20,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
81,kommer nu inte till stånd därför att regeringen tydligen har upptäckt att det blir för men enligt i massmedia i går man ett annat förslag ett förslag om en sänkning av det blir väl likadant med,massmedia,18,1979,ingemund_bengtsson_talman,../riksdagen-corpus/corpus/197980/prot-197980--49.xml
82,minskas informationsverksamhet i och man följer med målsättning när det gäller innehåll medier etc kampanjen är människan i trafiken har man tänkt sig att genomföra en kallad man vill uppnå,medier,12,1979,rolf_sellgren_ade2a4,../riksdagen-corpus/corpus/197980/prot-197980--115.xml
83,är intressant att konstatera vad statsrådet säger på s i propositionen på vilar samma uppgifter som på andra massmedier nämligen att ge information i samhällsfrågor att kommentera i samhället att granska den verksamhet som utövas av de,massmedier,18,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--115.xml
84,ett starkt inflytande över informationsflödet och det som är sådant som kan ge förs med olika media ut till tittare lyssnare och läsare genom detta utbud som styrs av starka kommersiella intressen annan viktig information väsentliga,media,16,1979,britt_mogård_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--129.xml
85,vill uttrycka saken på följande sätt en offentlig har i stor utsträckning rätt att avslöja en uppgift till massmedia beträffande vilken det föreligger tystnadsplikt det finns så mycket större anledning att fästa uppmärksamheten på det förhållandet som det säkerligen,massmedia,18,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
86,in uppgifter och därvid att föreligger i fall där tjänsteman sedan varit att lämna uppgiften vidare till massmedier man bör allvarligt överväga om över huvud taget skall föreligga för en uppgift som fritt kan lämnas till massmedier,massmedier,17,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
87,massmedier man bör allvarligt överväga om över huvud taget skall föreligga för en uppgift som fritt kan lämnas till massmedier ett exempel på den bristande mellan tystnadsplikt och meddelarfrihet kan ur motionen enligt kap föreligger sekretess för uppgift,massmedier,19,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
88,offentlighetsprincipen utvecklingen har inneburit att myndigheterna i större omfattning har till att information på och även andra medier utvecklingen går ju snabbt här följden kan bli att allmänhetens tillgång till information bristen på kunskap om kan,medier,17,1979,jorn_svensson_f012c5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
89,och att utan större risk kunde i lagen förslaget i stort sett positiva och från massmedia och man lyckades framställa den kommande så positivt att man ordentligt upp de privata inför det val,massmedia,15,1979,kerstin_ekman_3337b6,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
90,överväger om över huvud taget kan drivas som kärnkraftverk under har dessutom redan visat sig vara massmedia har i dagarna redovisat hur detta lett till med en i för som följd man har,massmedia,16,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--63.xml
91,längre någon större med av interpellationer torde mycket sällan föreligga de människor som själva läst eller som genom massmedia tagit del av den interpellation som vi nu behandlar har alltså haft anledning att tro på uppgifterna och påståendena i,massmedia,18,1979,torkel_lindahl_bd5ee2,../riksdagen-corpus/corpus/197980/prot-197980--76.xml
92,skada som interpellationen och kring denna redan har alla som har tagit del av de här genom massmedia och måste ha fått uppfattningen att vid gör man bara från den arbetsplatsen vågar man inte göra,massmedia,17,1979,torkel_lindahl_bd5ee2,../riksdagen-corpus/corpus/197980/prot-197980--76.xml
93,fått höra göra några sakliga bakgrunden är avsevärt mer komplicerad än den som har av t ex massmedia för det första vill jag notera att har av som godkänt och fortfarande vidhåller att dessa,massmedia,17,1979,torkel_lindahl_bd5ee2,../riksdagen-corpus/corpus/197980/prot-197980--76.xml
94,mening ge regeringen till känna vad som i motionen anförts om av ett pris för bästa insats i massmedia beslutade att under ett särskilt på kr att användas inom området att riksdagen som,massmedia,18,1979,lars_gustafsson_7a0036,../riksdagen-corpus/corpus/197980/prot-197980--116.xml
95,organisationer och enskilda skriver till oss riksdagsledamöter inte minst till kulturutskottet och kräver åtgärder upprepade inslag av underhållningsvåld i massmedia är naturligtvis är också det djupt beslut som wikström fattade när han filmen the,massmedia,19,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
96,faktorer såsom fördelningen av kunskaper tillgången till information inom olika grupper makten över informationen genom att en rad nya media under talet kommer att få sitt kommersiella såsom video kabeltv osv blir uppgifter än och,media,19,1979,karl-eric_norrby_02e3ec,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
97,radio och television vill jag inledningsvis uttrycka min förvåning över att dessa frågor inte har väckt större uppmärksamhet i våra massmedia det är ju ändå så att dessa frågor berör så många människor i vårt land det torde vara få som,massmedia,20,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
98,om bara alla sin även om alltså de här frågorna inte har uppmärksammats i någon högre grad av massmedia så har propositionen orsakat en stor aktivitet hos ledamöterna av denna kammare sålunda har inte mindre än ett motioner,massmedia,18,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
99,mot bakgrund av vad utbildningsministern anför i sin proposition det han där skriver har i den allmänna debatten och bland massmedias folk med viss bestörtning så att utbildningsministern vill stoppa utveckling detta är förvånande mot bakgrund av att framstående,massmedias,20,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
100,radio det är en viktig princip för statsmakterna att hålla fast vid att radion förblir ett levande och medium målet som vi senast angav i det stora riksdagsbeslutet i maj rörande utvecklingen fram till inom radio och tv var,medium,18,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
101,vid lokalradion kan som framgår av i hög grad bidra till att hålla kvar intresset för detta medium lokalradion har trots alltför resurser lyckats en bra bevakning inte minst på och när det gäller,medium,17,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
