doc,w,target,pos,year,mop_id,file_path
10,palme har som utgångspunkt för sina frågor bla uppgifter i massmedia om s k hemliga regeringen har inte några,massmedia,10,1979,olof_palme_3e06b6,../riksdagen-corpus/corpus/197980/prot-197980--167.xml
11,till sedan flera år tillbaka pågår en livlig diskussion i massmedia och i olika om i vår och,massmedia,10,1979,filip_johansson_6b5811,../riksdagen-corpus/corpus/197980/prot-197980--163.xml
12,borgerliga partierna och i det väldiga som de massmedia utgör det som verkligen de borgerliga partierna samman är,massmedia,8,1979,lars_werner_277fe8,../riksdagen-corpus/corpus/197980/prot-197980--17.xml
13,mer eller mindre väl problem vi har nyligen genom massmedia blivit informerade om hur ofta det förekommer av kvinnor,massmedia,9,1979,olof_johansson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--17.xml
14,om även om tas tillbaka uppgifter i massmedia tyder på att möjligheten att vid särskilda behov låta elever,massmedia,7,1979,olof_johansson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--17.xml
15,inte bara här i kammaren utan också i press och massmedia just om de här frågorna jag tyckte det var väsentligt,massmedia,10,1979,ingvar_svanberg_9b9ead,../riksdagen-corpus/corpus/197980/prot-197980--162.xml
16,som kommer att föras i måste få av massmedia och nå ut och diskuteras också på andra arbetsplatser vad,massmedia,8,1979,marie-ann_johansson_50d66a,../riksdagen-corpus/corpus/197980/prot-197980--148.xml
17,reportrar en självklarhet lika väl som manliga men ändå speglar massmedia själva ofta ett är i större utsträckning,massmedia,10,1979,marie-ann_johansson_50d66a,../riksdagen-corpus/corpus/197980/prot-197980--148.xml
18,man lätt intrycket att en kvinna sällan en massmedia har en viktig uppgift att påverka opinionen och man kan,massmedia,8,1979,marie-ann_johansson_50d66a,../riksdagen-corpus/corpus/197980/prot-197980--148.xml
19,kan förvänta sig anser jag att de för massmedia är speciellt på det här området naturligtvis skall man,massmedia,8,1979,marie-ann_johansson_50d66a,../riksdagen-corpus/corpus/197980/prot-197980--148.xml
20,nu gör är att försöka på en i massmedia framför allt i den största det är inget nytt,massmedia,8,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
21,med vad som för dagen kommer fram i massmedia då tycker jag inte man skall kritisera andra för brist,massmedia,8,1979,goran_karlsson_2a26b0,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
22,lag om vård av unga trots detta utvecklas i massmedia en kritik som helt saknar förslaget är säger man,massmedia,9,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
23,detta får man kanske en något annan bild än den massmedia ger i massmedia man men som jag,massmedia,10,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
24,kanske en något annan bild än den massmedia ger i massmedia man men som jag nämnde tidigare är,massmedia,10,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
25,den nya lagstiftningen det har en del uppgifter i massmedia och jag har tidigare frågat karin om hennes inställning,massmedia,9,1979,ingegerd_troedsson_1_vice_talman,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
26,följt debatten kring den nya i tidningar och andra massmedia har man lätt kunnat få intrycket att sker i,massmedia,9,1979,olle_goransson_6e1f4a,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
27,man lätt bort speciellt den senaste i massmedia om av barn har ju helt det faktum,massmedia,7,1979,olle_goransson_6e1f4a,../riksdagen-corpus/corpus/197980/prot-197980--160.xml
28,bättre sätt att den svenska riksdagen i full offentlighet under massmediernas bevakning och under en ganska bevakning än en,massmediernas,10,1979,daniel_tarschys_c48a0f,../riksdagen-corpus/corpus/197980/prot-197980--28.xml
29,organ med detta är att beslutet sker offentligt att massmedia kan följa debatten och att ledamöter och partier har en,massmedia,9,1979,hilding_johansson_cfcb37,../riksdagen-corpus/corpus/197980/prot-197980--28.xml
30,stöd för dess krav inte minst det stora intresset från massmedias sida ett offentligt besked från statsministern på frågan vilka,massmedias,10,1979,karin_andersson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--28.xml
31,ett över och inte något för massmedia och medborgare det blir t ex långt svårare för företagare,massmedia,6,1979,ing-marie_hansson_797c12,../riksdagen-corpus/corpus/197980/prot-197980--161.xml
32,det ger ut och det nya medier ser man inte på socialdemokratiskt håll någon fara i att,medier,6,1979,ing-marie_hansson_797c12,../riksdagen-corpus/corpus/197980/prot-197980--161.xml
33,föremål för en ingående debatt vilket framgått inte minst av massmedia bla har liv beskrivits som en enda lång,massmedia,10,1979,borje_nilsson_c4e38d,../riksdagen-corpus/corpus/197980/prot-197980--112.xml
34,har frågat mig om bakgrunden till vissa uppgifter i massmedia nyligen om för det svenska nya,massmedia,9,1979,kerstin_ekman_3337b6,../riksdagen-corpus/corpus/197980/prot-197980--99.xml
35,kravet på de uppgifter om som förekommit i massmedia sig mellan och under denna,massmedia,8,1979,kerstin_ekman_3337b6,../riksdagen-corpus/corpus/197980/prot-197980--99.xml
36,fl som för eleverna stått i centrum för debatten i massmedia och bland allmänheten inledningsvis bör det också att de,massmedia,10,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--72.xml
37,för att i olika internationella sammanhang mot massmedia har på senare tid alltmer uppmärksammat att kvinnor i,massmedia,7,1979,inga_lantz_295cb8,../riksdagen-corpus/corpus/197980/prot-197980--66.xml
38,att lyssna på eller följer referat av i massmedia väntar man sig sannolikt över lag att debatten skall få,massmedia,8,1979,wiggo_komstedt_728053,../riksdagen-corpus/corpus/197980/prot-197980--66.xml
39,ett och från synpunkt oroväckande sätt i massmedia bakgrunden är emellertid en mellan oss politiker och allmänheten,massmedia,7,1979,wiggo_komstedt_728053,../riksdagen-corpus/corpus/197980/prot-197980--66.xml
40,då som drabbas det kan man ta del av i massmedia varje dag vill lägga ned vid,massmedia,10,1979,lars_werner_015741,../riksdagen-corpus/corpus/197980/prot-197980--73.xml
41,på andra på grupper som man själv inte tillhör som massmedia för tillfället sysslar med etc de,massmedia,10,1979,kjell-olof_feldt_0b7dd7,../riksdagen-corpus/corpus/197980/prot-197980--73.xml
42,är en litet debatt som en del politiker och massmedia ibland för då man talar om att kan,massmedia,9,1979,kjell-olof_feldt_0b7dd7,../riksdagen-corpus/corpus/197980/prot-197980--73.xml
43,är givet att det när detta besked från industriministern via massmedia och då i synnerhet de man som berörs,massmedia,10,1979,karl_erik_eriksson_3_vice_talman,../riksdagen-corpus/corpus/197980/prot-197980--98.xml
44,att av tredje världens egna resurser på och massmedias områden kommer att ta tid och att man måste lita,massmedias,8,1979,ingrid_sundberg_d9fd02,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
45,debatt som har förts om och angående massmedia och massmedias ställning debatten började redan på talet i form,massmedia,7,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
46,har förts om och angående massmedia och massmedias ställning debatten började redan på talet i form av förslag,massmedias,7,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
47,förslaget antogs vid år de grundläggande principerna för massmedias bidrag till som det heter av fred och internationellt,massmedias,8,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
48,krav på en mer rättvis och av egna massmedia det är efter den som sverige arbetar utskottet har,massmedia,8,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
49,genom att införa förbud i någon form när det gäller massmedias rätt att förmedla information utan man gör det just på,massmedias,10,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
50,med att beklaga att vi i svensk tv och andra massmedia får höra så mycket om den amerikanska någon form,massmedia,10,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
51,betydelsen av det valet vilken typ av begränsning för svenska massmedias rätt att visa vad som händer och sker i usa,massmedias,10,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--113.xml
52,tiden på ett tillfredsställande sätt i pressen och andra massmedia har givits exempel på industrier som till varje pris vill,massmedia,9,1979,per_israelsson_492996,../riksdagen-corpus/corpus/197980/prot-197980--105.xml
53,självständiga bedömningar skulle det läggas hinder i vägen för massmediernas möjligheter att lämna nyheter och information och att förmedla olika,massmediernas,9,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
54,om utformas så att vissa eller massmediernas självständighet i hotas i ett läge som dagens,massmediernas,6,1979,bertil_fiskesjo_8c572b,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
55,tagit upp i min fråga den pågående konflikten gäller inte massmedias men trots detta har hela redan drabbats mycket,massmedias,10,1979,hilding_johansson_727860,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
56,att en omfattande debatt kan föras just om konflikten i massmedia men frågan har också en mycket viktig vi,massmedia,10,1979,hilding_johansson_727860,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
57,ungefär dessa väckte naturligtvis stor uppmärksamhet i massmedia och blev bl a föremål för frågeställningar i denna kammare,massmedia,7,1979,per_stenmarck_e237f1,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
58,då utrikesministern sig till förslaget det var också vad massmedia ansåg att rapportera från den debatten förslaget har senare,massmedia,9,1979,gunnel_jonang_19b7e7,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
59,att verka för att för ungdom typ massmedia har på senare tid skildrat en om rätten för,massmedia,7,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--139.xml
60,är över stora områden i dagens svenska samhälle lyssnar massmedia och politiker oftare till de protester,massmedia,9,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
61,varit särskilt när det gällt att uttala sig inför massmedia i måndags t ex sade industriministern i radio att riksdagen,massmedia,9,1979,ulla_tillander_b51e0b,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
62,har fått kritik för att jag har uttalat mig för massmedia det tillhör så att säga regler att massmedia intensivt,massmedia,10,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
63,för massmedia det tillhör så att säga regler att massmedia intensivt bevakar dessa frågor och jag har sett att också,massmedia,9,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
64,har sett att också riksdagsledamöter har uttalat sig i massmedia jag vill i det sammanhanget passa på att göra ett,massmedia,9,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
65,en och annan ytterligare av oss har gjort uttalanden för massmedia med mycket stor tvekan jag har under några veckor fått,massmedia,10,1979,john_andersson_1809ae,../riksdagen-corpus/corpus/197980/prot-197980--65.xml
66,tv men fortfarande saknar till enligt uppgift i massmedia finns risk för ytterligare om blir vid,massmedia,8,1979,carl_axel_petri_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--59.xml
67,är det ju antalet som är intressant inte som massmedia ibland det antalet eller kronor per månad i,massmedia,9,1979,erik_warnberg_98d4a5,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
68,en ytterligare ses i kan genom massmedias bevakning konstatera hur och företagare inga eller mycket,massmedias,6,1979,bo_lundgren_1023ee,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
69,har som en i våra massmedia man kan fråga sig vad det ligger för i,massmedia,5,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
70,som mycket viktigt det är fel som har påståtts i massmedier att linje skulle vara en linje i linje ingår,massmedier,10,1979,lars_werner_277fe8,../riksdagen-corpus/corpus/197980/prot-197980--58.xml
71,har inte ofta mera sällan anledning att uttrycka för massmedias positiva insatser för ett par månader sedan gjorde emellertid tidningen,massmedias,9,1979,lisa_mattson_035365,../riksdagen-corpus/corpus/197980/prot-197980--110.xml
72,framtiden men i sverige är det i stort sett tyst massmedia ägnar sig främst åt eller en,massmedia,10,1979,gertrud_sigurdsen_29fc1c,../riksdagen-corpus/corpus/197980/prot-197980--100.xml
73,nu tvingas i mot varandra av i massmedia som utan offentligt därtill sin egen på,massmedia,7,1979,sture_ericson_b3b4e7,../riksdagen-corpus/corpus/197980/prot-197980--100.xml
74,sig då den s k betyder medium företaget har sålunda under drygt tre år,medium,6,1979,olof_johansson_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--48.xml
75,nu mot barnen genom hårt allmänpolitisk debatt allmänpolitisk debatt kommersiella massmedier i anser man sig ha rätt att de,massmedier,10,1979,larz_johansson_547d47,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
76,den äldre av skolan likaså massmedia sprider kännedom om problemen ut till minsta av samhället,massmedia,5,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
77,måste föras överallt i hemmen bland på i massmedia osv här räcker det inte med ord de exempel,massmedia,8,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
78,i opinionen bara under något år till detta har också massmedia medverkat genom att behandla problemen mycket än tidigare det,massmedia,10,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
79,aldrig till rätta med de här problemen och där spelar massmedia en mycket stor roll det är bra att vi under,massmedia,10,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
80,beskrivs på det här sättet jag vågar påstå att om massmedia under årens hade använt en av den tid,massmedia,10,1979,evert_svensson_5630b6,../riksdagen-corpus/corpus/197980/prot-197980--75.xml
81,upptäckt att det blir för men enligt i massmedia i går man ett annat förslag ett förslag om,massmedia,8,1979,ingemund_bengtsson_talman,../riksdagen-corpus/corpus/197980/prot-197980--49.xml
82,man följer med när det gäller innehåll medier etc kampanjen är människan i trafiken har man tänkt sig,medier,7,1979,rolf_sellgren_ade2a4,../riksdagen-corpus/corpus/197980/prot-197980--115.xml
83,i propositionen på samma uppgifter som på andra massmedier nämligen att ge information i samhällsfrågor att kommentera i,massmedier,8,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--115.xml
84,sådant som kan ge förs med olika media ut till lyssnare och genom detta utbud som,media,7,1979,britt_mogård_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--129.xml
85,i stor utsträckning rätt att en uppgift till massmedia beträffande vilken det föreligger det finns så mycket större,massmedia,8,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
86,där tjänsteman sedan varit att lämna uppgiften vidare till massmedier man bör allvarligt överväga om över huvud taget skall,massmedier,9,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
87,skall för en uppgift som fritt kan lämnas till massmedier ett exempel på den bristande mellan och meddelarfrihet,massmedier,9,1979,olle_svensson_8f1cf5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
88,till att information på och även andra medier utvecklingen går ju snabbt här följden kan bli att allmänhetens,medier,7,1979,jorn_svensson_f012c5,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
89,förslaget i stort sett positiva och från massmedia och man framställa den kommande så positivt att,massmedia,7,1979,kerstin_ekman_3337b6,../riksdagen-corpus/corpus/197980/prot-197980--103.xml
90,under har dessutom redan visat sig vara massmedia har i dagarna redovisat hur detta lett till med,massmedia,7,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--63.xml
91,sällan de människor som själva läst eller som genom massmedia tagit del av den interpellation som vi nu behandlar har,massmedia,9,1979,torkel_lindahl_bd5ee2,../riksdagen-corpus/corpus/197980/prot-197980--76.xml
92,alla som har tagit del av de här genom massmedia och måste ha fått uppfattningen att vid gör,massmedia,9,1979,torkel_lindahl_bd5ee2,../riksdagen-corpus/corpus/197980/prot-197980--76.xml
93,mer än den som har av t ex massmedia för det första vill jag notera att har,massmedia,8,1979,torkel_lindahl_bd5ee2,../riksdagen-corpus/corpus/197980/prot-197980--76.xml
94,om av ett pris för bästa insats i massmedia att under ett särskilt,massmedia,8,1979,lars_gustafsson_7a0036,../riksdagen-corpus/corpus/197980/prot-197980--116.xml
95,kulturutskottet och kräver åtgärder upprepade inslag av underhållningsvåld i massmedia är naturligtvis är också det djupt beslut,massmedia,9,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
96,olika grupper makten över informationen genom att en rad nya media under talet kommer att få sitt kommersiella såsom video,media,10,1979,karl-eric_norrby_02e3ec,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
97,att dessa frågor inte har väckt större uppmärksamhet i våra massmedia det är ju ändå så att dessa frågor berör så,massmedia,10,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
98,här frågorna inte har uppmärksammats i någon högre grad av massmedia så har propositionen en stor aktivitet hos ledamöterna av,massmedia,10,1979,eva_hjelmstrom_9fb416,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
99,han där skriver har i den allmänna debatten och bland massmedias folk med viss så att utbildningsministern vill stoppa,massmedias,10,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
100,hålla fast vid att radion förblir ett levande och medium målet som vi senast i det stora i,medium,9,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
101,hög grad bidra till att hålla kvar intresset för detta medium lokalradion har trots alltför resurser lyckats en bra,medium,10,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
102,strävan efter opartiskhet och balans är självklar inom ett medium som televisionen men den får inte till ett,medium,9,1979,anders_bjorck_a4ffb4,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
103,understryka att de är oerhört i sak och hur massmedia utnyttjar våldet är inte någon fråga särskilt inte när,massmedia,9,1979,olle_goransson_6e1f4a,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
104,angeläget budskap ges möjlighet att göra sin och mediet skulle vara särskilt för grupper de beslut som,mediet,8,1979,karl-eric_norrby_02e3ec,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
105,ut fritt enligt i tryckfrihetsförordningen kan representanter för massmedier sådana angrepp på meddelarfriheten som också präglas av stor,massmedier,8,1979,jorn_svensson_f012c5,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
106,fall inom områden som i princip omfattas av till massmedia kan lämna uppgifter för publicering det är en utifrån,massmedia,9,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
107,har kommit att allmänt betraktas som ett värdefullt led i massmedias bevakning av myndigheternas arbete och den har menar man bidragit,massmedias,10,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
108,till att området för och spekulationer från massmedias sida eftersom journalisterna har kunnat få uppgifter om hur det,massmedias,7,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
109,som själv avgör om han vill ge till massmedia för publicering eller ej det är inte min avsikt att,massmedia,8,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--102.xml
110,haft en debatt om förbud mot av kvinnor och massmedia har haft uppgifter om att denna kan förekomma i,massmedia,9,1979,alexander_chrisopoulos_55fd45,../riksdagen-corpus/corpus/197980/prot-197980--127.xml
111,detta tv och radio här men att använda dessa medier är ingen metod för att bryta det är,medier,9,1979,alexander_chrisopoulos_55fd45,../riksdagen-corpus/corpus/197980/prot-197980--127.xml
112,har ju också under senare tid uppmärksammats av såväl myndigheter massmedia som allmänhet flera initiativ till kampanjer mot har tagits,massmedia,10,1979,britt_mogård_minister_1979,../riksdagen-corpus/corpus/197980/prot-197980--127.xml
113,sig i dessa frågeställningar jag vill också gärna säga att massmedia har ett ansvar att följa upp diskussionerna och sprida kunskap,massmedia,10,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--90.xml
114,hålla med jordbruksministern helt och fullt när han talar om massmedias ansvar vi vet ju att vi i den här frågan,massmedias,10,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--90.xml
115,i samhället inte kan förlita oss mycket på att massmedia tar upp vad som vore önskvärt att ta upp från,massmedia,9,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--90.xml
116,dock sådant som får genomslag i debatten och i just massmedia då går det inte att informationen på samma sätt,massmedia,10,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--90.xml
117,var det vi såg och hörde om detta i svenska massmedia ja efter sedan jag hade ställt frågan då,massmedia,10,1979,par_granstedt_bdf643,../riksdagen-corpus/corpus/197980/prot-197980--47.xml
118,får mycket under tiden som detta speglas i massmedia men sedan man bort det jag hoppas att detta,massmedia,8,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--47.xml
119,jag hoppas att detta är någonting som begränsar sig till massmedia och att världens regeringar och internationella inte gör,massmedia,10,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--47.xml
120,intresse för situationen i som man kan i massmedia inte också skall gälla för de regeringar som har ett,massmedia,8,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--47.xml
121,lika mycket tid i television i radio och i andra massmedia det skulle ju skapa en i läget inför,massmedia,10,1979,olof_palme_9cdd70,../riksdagen-corpus/corpus/197980/prot-197980--46.xml
122,och ting och jag skulle naturligtvis kunna skylla på att massmedia har skildrat det här så att har beslutat,massmedia,10,1979,eva_winther_5a8be1,../riksdagen-corpus/corpus/197980/prot-197980--85.xml
123,tvingats till så snart uppgifter hade förekommit i massmedia i sverige och i uländerna om att hade,massmedia,8,1979,gertrud_sigurdsen_29fc1c,../riksdagen-corpus/corpus/197980/prot-197980--132.xml
124,och nu den av kommunikationsministern i ett av massmedia i stort uttalande fick vi höra att regeringen,massmedia,8,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--126.xml
125,om av i av massmedia i övrigt för att försvara sig återigen skall allmänheten ges,massmedia,4,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--126.xml
126,är fel att säga att inte utrymme i massmedia tidningarna gör ju sina bedömningar av nyheter dagens nyheter hade,massmedia,8,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--126.xml
127,för den stora uppmärksamhet som detta ärende fått i massmedia och på annat sätt har också varit en för,massmedia,9,1979,knut_wachtmeister_d53cdb,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
128,som förts fram i den allmänna debatten alltså i massmedia tv radio och tidningar kritiken har gått ut på att,massmedia,9,1979,nils_berndtson_2bc1f1,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
129,om just fallet med men jag har i massmedia hört honom säga att han har följt upp ärendet och,massmedia,8,1979,nils_berndtson_2bc1f1,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
130,när vi diskuterar denna fråga de allra flesta västliga massmedia har både krig och den som,massmedia,9,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
131,förra hösten var det en vanlig uppfattning i dessa västliga massmedia att kriget nu var slut bara någon månad därefter,massmedia,10,1979,bertil_mabrink_5cc2d8,../riksdagen-corpus/corpus/197980/prot-197980--44.xml
132,i den debatt i detta ämne som förekommer i massmedia finns många svensson har alltså med åtskilliga utanför,massmedia,9,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--50.xml
133,kvinnorna som drabbas av den i massmedia där ju kvinnorna oftast framställs som ett till,massmedia,6,1979,gunilla_andre_ae1b9e,../riksdagen-corpus/corpus/197980/prot-197980--79.xml
134,en del områden det gäller inte minst det som rör massmedia och yttrandefrihet pågår ett omfattande men det är också,massmedia,10,1979,nils_berndtson_2bc1f1,../riksdagen-corpus/corpus/197980/prot-197980--51.xml
135,som bertil talade om har jag genom vissa massmedias sätt att och den som det,massmedias,8,1979,anders_bjorck_272ee3,../riksdagen-corpus/corpus/197980/prot-197980--51.xml
136,jag har tagit del av de uppgifter som tidningar och massmedia i övrigt oss med under de senaste dagarna och,massmedia,10,1979,arne_lennart_inspektor_john_55badc,../riksdagen-corpus/corpus/197980/prot-197980--51.xml
137,om det i spreds ju genom massmedias information annars är det inte så säkert att vi,massmedias,6,1979,svante_lundkvist_ede74d,../riksdagen-corpus/corpus/197980/prot-197980--131.xml
138,och man kan här göra följande tänk om massmedia och sveriges radio ägnat den här frågan en av,massmedia,8,1979,marten_werner_628e80,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
139,att notera de många unga människornas engagemang i detta arbete massmedia har också verkligen på ett brett utbud t o,massmedia,10,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
140,människor har att det har varit ett från massmedias sida men jag hoppas att vi skall kunna fånga upp,massmedias,8,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
141,kunna få fram ett annat budskap men det inte massmedia var inte intresserade jag skulle vilja tillfället att få,massmedia,9,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
142,ökar på nytt vi noterar också det glädjande förhållandet att massmedia i högre grad än tidigare deltar i debatten och inser,massmedia,10,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
143,att de här av folkrörelserna inte glöms bort av massmedia de behöver få massmedias hjälp för att deras arbete skall,massmedia,9,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
144,av folkrörelserna inte glöms bort av massmedia de behöver få massmedias hjälp för att deras arbete skall lyckas dessutom har här,massmedias,10,1979,unknown,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
145,som den som i dag ändå förs både i massmedia i samhället och man och man emellan rune var,massmedia,9,1979,gabriel_romanus_9d6e35,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
146,från som såväl i år som tidigare år i massmedia har velat framställa sig som den här kommer,massmedia,9,1979,knut_wachtmeister_5af72d,../riksdagen-corpus/corpus/197980/prot-197980--109.xml
147,som jag utomlands har inte varit särskilt från massmedia och då får man ändå komma ihåg att öppna,massmedia,8,1979,per_israelsson_492996,../riksdagen-corpus/corpus/197980/prot-197980--121.xml
