doc,w,z,word
29,12,1,med
29,27,1,detta
29,0,3,att
29,73,3,beslutet
29,219,1,sker
29,233,1,offentligt
29,0,0,att
29,6,1,massmedia
29,32,3,kan
29,234,1,följa
29,104,0,debatten
29,43,3,och
29,0,0,att
29,235,0,ledamöter
29,43,1,och
29,236,1,partier
29,49,0,har
30,237,0,stöd
30,1,3,för
30,238,1,dess
30,239,2,krav
30,34,2,inte
30,240,3,minst
30,17,0,det
30,84,0,stora
30,241,0,intresset
30,10,1,från
30,56,3,massmedias
30,57,0,sida
30,23,2,ett
30,233,0,offentligt
30,242,1,besked
30,10,4,från
30,243,3,statsministern
30,244,2,frågan
30,245,0,vilka
31,23,1,ett
31,246,2,över
31,43,3,och
31,34,2,inte
31,206,0,något
31,1,3,för
31,6,2,massmedia
31,43,0,och
31,247,2,medborgare
31,17,0,det
31,248,2,blir
31,249,3,långt
31,250,1,svårare
31,1,0,för
31,251,2,företagare
32,17,1,det
32,209,1,ger
32,43,1,och
32,17,3,det
32,212,1,nya
32,252,3,medier
32,253,1,ser
32,15,1,man
32,34,1,inte
32,254,1,socialdemokratiskt
32,255,1,håll
32,36,0,någon
32,256,1,fara
32,0,1,att
33,257,1,föremål
33,1,1,för
33,258,2,ingående
33,61,1,debatt
33,259,1,vilket
33,260,1,framgått
33,34,1,inte
33,240,1,minst
33,6,1,massmedia
33,110,1,bla
33,49,4,har
33,261,1,liv
33,262,1,beskrivits
33,44,1,som
33,263,1,enda
33,264,4,lång
34,49,1,har
34,214,4,frågat
34,265,4,mig
34,266,4,bakgrunden
34,72,4,till
34,267,4,vissa
34,5,4,uppgifter
34,6,1,massmedia
34,129,4,nyligen
34,1,4,för
34,17,4,det
34,225,4,svenska
34,212,4,nya
35,268,4,kravet
35,5,3,uppgifter
35,44,1,som
35,269,1,förekommit
35,6,1,massmedia
35,71,0,sig
35,270,1,mellan
35,43,1,och
35,46,1,under
35,58,1,denna
36,44,2,som
36,1,3,för
36,271,0,eleverna
36,272,2,stått
36,273,2,centrum
36,1,2,för
36,104,2,debatten
36,6,3,massmedia
36,43,0,och
36,274,2,bland
36,275,2,allmänheten
36,276,0,inledningsvis
36,277,2,bör
36,17,2,det
36,148,2,också
36,0,2,att
37,1,1,för
37,0,1,att
37,14,0,olika
37,278,0,internationella
37,28,0,sammanhang
37,83,0,mot
37,6,1,massmedia
37,49,1,har
37,279,3,senare
37,99,1,tid
37,280,3,alltmer
37,281,0,uppmärksammat
37,0,1,att
37,136,0,kvinnor
38,0,2,att
38,282,0,lyssna
38,126,2,eller
38,283,4,följer
38,284,4,referat
38,6,4,massmedia
38,285,2,väntar
38,15,2,man
38,71,2,sig
38,286,4,sannolikt
38,246,4,över
38,194,2,lag
38,0,4,att
38,104,2,debatten
38,183,2,skall
39,23,0,ett
39,43,2,och
39,10,2,från
39,287,0,synpunkt
39,288,1,oroväckande
39,224,3,sätt
39,6,0,massmedia
39,266,0,bakgrunden
39,289,0,emellertid
39,270,0,mellan
39,91,3,oss
39,290,0,politiker
39,43,3,och
39,275,0,allmänheten
40,44,4,som
40,291,4,drabbas
40,17,4,det
40,32,4,kan
40,15,4,man
40,97,2,del
40,6,4,massmedia
40,292,4,varje
40,74,2,dag
40,293,4,vill
40,294,4,lägga
40,295,2,ned
40,141,2,vid
41,96,4,andra
41,296,3,grupper
41,44,3,som
41,15,3,man
41,297,3,själv
41,34,4,inte
41,298,4,tillhör
41,44,4,som
41,6,3,massmedia
41,1,3,för
41,299,3,tillfället
41,300,3,sysslar
41,12,3,med
41,301,4,etc
42,302,1,litet
42,61,1,debatt
42,44,0,som
42,97,2,del
42,290,4,politiker
42,43,1,och
42,6,3,massmedia
42,303,2,ibland
42,1,1,för
42,15,4,man
42,304,4,talar
42,0,0,att
42,32,3,kan
43,305,3,givet
43,0,0,att
43,17,3,det
43,37,0,när
43,27,3,detta
43,242,2,besked
43,10,0,från
43,306,0,industriministern
43,307,3,via
43,6,3,massmedia
43,43,1,och
43,308,2,synnerhet
43,15,1,man
43,44,3,som
43,309,0,berörs
44,0,0,att
44,310,0,tredje
44,311,2,världens
44,312,3,egna
44,313,4,resurser
44,43,0,och
44,56,2,massmedias
44,314,0,områden
44,155,2,kommer
44,0,2,att
44,99,2,tid
44,43,2,och
44,0,2,att
44,15,1,man
44,51,3,måste
44,315,2,lita
45,61,4,debatt
45,44,0,som
45,49,0,har
45,316,4,förts
45,43,3,och
45,317,3,angående
45,6,3,massmedia
45,43,4,och
45,56,3,massmedias
45,318,1,ställning
45,104,3,debatten
45,319,3,började
45,320,0,redan
45,321,0,talet
45,322,0,form
46,49,1,har
46,316,1,förts
46,43,1,och
46,317,4,angående
46,6,0,massmedia
46,43,4,och
46,56,0,massmedias
46,318,1,ställning
46,104,1,debatten
46,319,0,började
46,320,1,redan
46,321,1,talet
46,322,1,form
46,323,4,förslag
47,202,1,förslaget
47,324,0,antogs
47,141,1,vid
47,325,1,grundläggande
47,326,3,principerna
47,1,1,för
47,56,1,massmedias
47,327,1,bidrag
47,72,3,till
47,44,3,som
47,17,1,det
47,328,3,heter
47,329,1,fred
47,43,1,och
47,330,1,internationellt
48,239,0,krav
48,125,2,mer
48,331,4,rättvis
48,43,1,och
48,312,0,egna
48,6,0,massmedia
48,17,2,det
48,95,2,efter
48,92,2,den
48,44,2,som
48,11,2,sverige
48,332,2,arbetar
48,333,0,utskottet
48,49,2,har
49,130,4,genom
49,0,4,att
49,334,0,införa
49,335,4,förbud
49,36,4,någon
49,322,1,form
49,37,2,när
49,17,4,det
49,38,0,gäller
49,56,4,massmedias
49,336,4,rätt
49,0,1,att
49,337,3,förmedla
49,338,2,information
49,147,2,utan
49,15,4,man
49,184,4,gör
49,17,1,det
49,26,0,just
50,12,0,med
50,0,1,att
50,339,1,beklaga
50,0,1,att
50,340,1,svensk
50,43,4,och
50,96,0,andra
50,6,1,massmedia
50,204,0,får
50,341,1,höra
50,342,1,mycket
50,92,1,den
50,343,1,amerikanska
50,36,0,någon
50,322,1,form
51,344,2,betydelsen
51,17,3,det
51,345,3,valet
51,346,2,vilken
51,347,3,typ
51,348,4,begränsning
51,1,3,för
51,225,2,svenska
51,56,3,massmedias
51,336,2,rätt
51,0,4,att
51,349,2,visa
51,159,2,vad
51,44,2,som
51,350,3,händer
51,43,3,och
51,219,3,sker
51,351,2,usa
52,352,4,tiden
52,23,4,ett
52,353,2,tillfredsställande
52,224,3,sätt
52,354,0,pressen
52,43,0,och
52,96,4,andra
52,6,0,massmedia
52,49,2,har
52,355,2,givits
52,356,4,exempel
52,357,4,industrier
52,44,4,som
52,72,4,till
52,292,4,varje
52,358,4,pris
52,293,2,vill
53,359,3,självständiga
53,360,3,bedömningar
53,361,3,skulle
53,17,0,det
53,362,0,läggas
53,363,3,hinder
53,364,3,vägen
53,1,0,för
53,229,3,massmediernas
53,365,3,möjligheter
53,0,3,att
53,366,3,lämna
53,367,0,nyheter
53,43,0,och
53,338,3,information
53,43,0,och
53,0,3,att
53,337,3,förmedla
53,14,3,olika
54,368,4,utformas
54,0,2,att
54,267,4,vissa
54,126,1,eller
54,229,1,massmediernas
54,369,1,självständighet
54,370,1,hotas
54,23,1,ett
54,371,1,läge
54,44,1,som
54,372,2,dagens
55,373,2,tagit
55,374,1,upp
55,375,4,min
55,376,2,fråga
55,92,0,den
55,377,2,pågående
55,378,2,konflikten
55,38,1,gäller
55,34,2,inte
55,56,1,massmedias
55,164,0,men
55,197,0,trots
55,27,0,detta
55,49,2,har
55,379,2,hela
55,320,4,redan
55,380,0,drabbats
55,342,2,mycket
56,0,3,att
56,381,1,omfattande
56,61,0,debatt
56,32,1,kan
56,156,0,föras
56,26,0,just
56,378,1,konflikten
56,6,3,massmedia
56,164,0,men
56,244,0,frågan
56,49,4,har
56,148,0,också
56,342,1,mycket
56,174,0,viktig
57,382,3,ungefär
57,383,3,dessa
57,384,3,väckte
57,182,3,naturligtvis
57,385,4,stor
57,386,3,uppmärksamhet
57,6,3,massmedia
57,43,4,och
57,387,4,blev
57,257,3,föremål
57,1,3,för
57,388,3,frågeställningar
57,58,4,denna
57,389,3,kammare
58,390,1,utrikesministern
58,71,1,sig
58,72,1,till
58,202,1,förslaget
58,17,1,det
58,153,1,var
58,148,1,också
58,159,1,vad
58,6,2,massmedia
58,391,1,ansåg
58,0,1,att
58,392,1,rapportera
58,10,1,från
58,92,1,den
58,104,1,debatten
58,202,1,förslaget
58,49,1,har
58,279,1,senare
59,0,3,att
59,393,3,verka
59,1,3,för
59,0,3,att
59,1,3,för
59,394,3,ungdom
59,347,3,typ
59,6,3,massmedia
59,49,3,har
59,279,4,senare
59,99,3,tid
59,395,3,skildrat
59,396,3,rätten
59,1,3,för
60,246,0,över
60,84,0,stora
60,314,0,områden
60,372,2,dagens
60,225,0,svenska
60,397,0,samhälle
60,398,0,lyssnar
60,6,0,massmedia
60,43,0,och
60,290,0,politiker
60,399,0,oftare
60,72,0,till
60,400,0,protester
61,401,0,varit
61,402,0,särskilt
61,37,1,när
61,17,3,det
61,403,4,gällt
61,0,4,att
61,404,4,uttala
61,71,3,sig
61,405,4,inför
61,6,3,massmedia
61,406,4,måndags
61,407,1,sade
61,306,3,industriministern
61,408,0,radio
61,0,3,att
61,226,0,riksdagen
62,49,1,har
62,409,1,fått
62,199,1,kritik
62,1,1,för
62,0,1,att
62,151,1,jag
62,49,3,har
62,54,1,uttalat
62,265,1,mig
62,1,1,för
62,6,1,massmedia
62,17,3,det
62,298,1,tillhör
62,0,1,att
62,410,1,säga
62,411,3,regler
62,0,1,att
62,6,1,massmedia
62,412,1,intensivt
63,1,2,för
63,6,1,massmedia
63,17,2,det
63,298,1,tillhör
63,0,1,att
63,410,1,säga
63,411,2,regler
63,0,2,att
63,6,1,massmedia
63,412,1,intensivt
63,413,2,bevakar
63,383,2,dessa
63,109,2,frågor
63,43,2,och
63,151,2,jag
63,49,1,har
63,414,1,sett
63,0,2,att
63,148,1,också
64,49,2,har
64,414,2,sett
64,0,2,att
64,148,3,också
64,415,2,riksdagsledamöter
64,49,2,har
64,54,3,uttalat
64,71,2,sig
64,6,2,massmedia
64,151,2,jag
64,293,3,vill
64,17,2,det
64,416,2,sammanhanget
64,417,2,passa
64,0,3,att
64,418,2,göra
64,23,3,ett
65,43,4,och
65,207,0,annan
65,419,0,ytterligare
65,91,3,oss
65,49,1,har
65,420,0,gjort
65,421,0,uttalanden
65,1,3,för
65,6,0,massmedia
65,12,0,med
65,342,1,mycket
65,385,1,stor
65,422,1,tvekan
65,151,1,jag
65,49,1,har
65,46,4,under
65,87,1,några
65,423,1,veckor
65,409,0,fått
66,164,4,men
66,424,0,fortfarande
66,201,2,saknar
66,72,2,till
66,4,4,enligt
66,175,0,uppgift
66,6,2,massmedia
66,53,0,finns
66,425,2,risk
66,1,0,för
66,419,2,ytterligare
66,248,0,blir
66,141,0,vid
67,17,2,det
67,426,2,antalet
67,44,2,som
67,427,2,intressant
67,34,2,inte
67,44,2,som
67,6,4,massmedia
67,303,2,ibland
67,17,0,det
67,426,2,antalet
67,126,2,eller
67,428,4,kronor
67,429,2,per
67,430,1,månad
68,419,0,ytterligare
68,431,0,ses
68,32,3,kan
68,130,0,genom
68,56,1,massmedias
68,230,0,bevakning
68,432,0,konstatera
68,133,4,hur
68,43,0,och
68,251,0,företagare
68,433,1,inga
68,126,1,eller
68,342,0,mycket
69,49,4,har
69,44,3,som
69,434,3,våra
69,6,4,massmedia
69,15,3,man
69,32,4,kan
69,376,3,fråga
69,71,4,sig
69,159,0,vad
69,17,4,det
69,435,4,ligger
69,1,2,för
70,44,1,som
70,342,0,mycket
70,436,4,viktigt
70,17,3,det
70,437,3,fel
70,44,4,som
70,49,4,har
70,438,3,påståtts
70,439,3,massmedier
70,0,0,att
70,440,4,linje
70,361,4,skulle
70,441,4,vara
70,440,4,linje
70,440,4,linje
70,442,4,ingår
71,49,3,har
71,34,3,inte
71,134,3,ofta
71,443,4,mera
71,173,3,sällan
71,444,1,anledning
71,0,3,att
71,445,3,uttrycka
71,1,3,för
71,56,3,massmedias
71,446,1,positiva
71,447,3,insatser
71,1,3,för
71,23,3,ett
71,448,3,par
71,449,1,månader
71,113,3,sedan
71,450,3,gjorde
71,289,1,emellertid
71,451,4,tidningen
72,452,2,framtiden
72,164,0,men
72,11,2,sverige
72,17,2,det
72,453,2,stort
72,414,2,sett
72,454,1,tyst
72,6,2,massmedia
72,455,2,ägnar
72,71,2,sig
72,456,1,främst
72,126,1,eller
73,457,0,tvingas
73,83,0,mot
73,458,2,varandra
73,6,4,massmedia
73,44,4,som
73,147,4,utan
73,233,0,offentligt
73,459,4,därtill
73,460,4,sin
73,461,4,egen
74,71,4,sig
74,92,3,den
74,462,3,betyder
74,25,3,medium
74,67,3,företaget
74,49,3,har
74,463,3,sålunda
74,46,4,under
74,464,3,drygt
74,465,3,tre
75,83,3,mot
75,466,2,barnen
75,130,2,genom
75,467,1,hårt
75,468,1,allmänpolitisk
75,61,1,debatt
75,468,1,allmänpolitisk
75,61,1,debatt
75,469,0,kommersiella
75,439,1,massmedier
75,179,4,anser
75,15,1,man
75,71,3,sig
75,336,1,rätt
75,0,1,att
76,92,2,den
76,470,2,äldre
76,471,2,skolan
76,472,2,likaså
76,6,1,massmedia
76,473,3,sprider
76,474,1,kännedom
76,475,3,problemen
76,72,1,till
76,476,2,minsta
76,477,2,samhället
77,51,3,måste
77,156,0,föras
77,478,3,överallt
77,479,3,hemmen
77,274,3,bland
77,6,3,massmedia
77,480,3,osv
77,62,3,här
77,481,1,räcker
77,17,3,det
77,34,0,inte
77,12,2,med
77,482,3,ord
77,356,3,exempel
78,177,2,opinionen
78,146,3,bara
78,46,4,under
78,206,2,något
78,72,4,till
78,27,2,detta
78,49,2,har
78,148,3,också
78,6,1,massmedia
78,483,4,medverkat
78,130,3,genom
78,0,4,att
78,484,4,behandla
78,475,3,problemen
78,342,3,mycket
78,211,2,tidigare
78,17,3,det
79,485,2,aldrig
79,72,1,till
79,486,2,rätta
79,12,3,med
79,62,4,här
79,475,3,problemen
79,43,2,och
79,30,3,där
79,487,2,spelar
79,6,1,massmedia
79,342,2,mycket
79,385,0,stor
79,488,3,roll
79,17,3,det
79,489,3,bra
79,0,3,att
79,46,1,under
80,490,2,beskrivs
80,17,3,det
80,62,2,här
80,491,3,sättet
80,151,3,jag
80,492,3,vågar
80,493,3,påstå
80,0,3,att
80,6,2,massmedia
80,46,2,under
80,494,3,årens
80,495,0,hade
80,496,2,använt
80,92,3,den
80,99,3,tid
81,497,4,upptäckt
81,0,3,att
81,17,4,det
81,248,2,blir
81,1,3,för
81,164,3,men
81,4,4,enligt
81,6,0,massmedia
81,498,4,går
81,15,4,man
81,23,2,ett
81,499,4,annat
81,323,3,förslag
81,23,4,ett
81,323,2,förslag
82,15,2,man
82,283,1,följer
82,12,2,med
82,37,2,när
82,17,3,det
82,38,2,gäller
82,500,1,innehåll
82,252,2,medier
82,301,2,etc
82,501,1,kampanjen
82,502,1,människan
82,503,0,trafiken
82,49,2,har
82,15,1,man
82,504,4,tänkt
82,71,1,sig
83,505,2,propositionen
83,506,1,samma
83,5,2,uppgifter
83,44,3,som
83,96,4,andra
83,439,1,massmedier
83,507,1,nämligen
83,0,1,att
83,338,3,information
83,508,2,samhällsfrågor
83,0,1,att
83,509,1,kommentera
84,510,0,sådant
84,44,2,som
84,32,3,kan
84,511,1,förs
84,12,2,med
84,14,3,olika
84,101,2,media
84,72,1,till
84,512,1,lyssnare
84,43,2,och
84,130,2,genom
84,27,3,detta
84,513,3,utbud
84,44,3,som
85,385,4,stor
85,169,0,utsträckning
85,336,1,rätt
85,0,0,att
85,175,0,uppgift
85,72,0,till
85,6,1,massmedia
85,514,1,beträffande
85,346,2,vilken
85,17,0,det
85,7,1,föreligger
85,17,0,det
85,53,2,finns
85,342,0,mycket
85,168,2,större
86,30,0,där
86,515,1,tjänsteman
86,113,1,sedan
86,401,1,varit
86,0,1,att
86,366,0,lämna
86,516,0,uppgiften
86,517,1,vidare
86,72,1,till
86,439,1,massmedier
86,15,1,man
86,277,1,bör
86,518,1,allvarligt
86,519,1,överväga
86,246,1,över
86,520,1,huvud
86,521,1,taget
86,183,1,skall
87,183,4,skall
87,1,4,för
87,175,4,uppgift
87,44,2,som
87,522,3,fritt
87,32,4,kan
87,523,4,lämnas
87,72,4,till
87,439,2,massmedier
87,23,3,ett
87,356,1,exempel
87,92,4,den
87,524,4,bristande
87,270,2,mellan
87,43,0,och
87,525,4,meddelarfrihet
88,72,2,till
88,0,1,att
88,338,2,information
88,43,0,och
88,137,1,även
88,96,3,andra
88,252,2,medier
88,526,2,utvecklingen
88,498,1,går
88,527,1,snabbt
88,62,3,här
88,528,2,följden
88,32,3,kan
88,529,2,bli
88,0,1,att
88,530,2,allmänhetens
89,202,2,förslaget
89,453,2,stort
89,414,2,sett
89,446,2,positiva
89,43,2,och
89,10,1,från
89,6,2,massmedia
89,43,0,och
89,15,2,man
89,531,2,framställa
89,92,3,den
89,532,1,kommande
89,533,2,positivt
89,0,2,att
90,46,4,under
90,49,4,har
90,534,4,dessutom
90,320,4,redan
90,35,0,visat
90,71,4,sig
90,441,4,vara
90,6,4,massmedia
90,49,4,har
90,535,4,dagarna
90,536,1,redovisat
90,133,4,hur
90,27,4,detta
90,537,4,lett
90,72,4,till
90,12,0,med
91,173,0,sällan
91,31,2,människor
91,44,1,som
91,167,1,själva
91,538,1,läst
91,126,0,eller
91,44,4,som
91,130,2,genom
91,6,4,massmedia
91,373,1,tagit
91,97,3,del
91,92,2,den
91,539,1,interpellation
91,44,4,som
91,540,0,behandlar
91,49,0,har
92,541,0,alla
92,44,1,som
92,49,2,har
92,373,2,tagit
92,97,2,del
92,62,0,här
92,130,2,genom
92,6,2,massmedia
92,43,1,och
92,51,2,måste
92,409,4,fått
92,542,2,uppfattningen
92,0,2,att
92,141,2,vid
92,184,2,gör
93,125,4,mer
93,92,1,den
93,44,1,som
93,49,4,har
93,6,2,massmedia
93,1,3,för
93,17,1,det
93,543,1,första
93,293,1,vill
93,151,4,jag
93,544,1,notera
93,0,3,att
93,49,1,har
94,23,3,ett
94,358,3,pris
94,1,3,för
94,545,3,bästa
94,546,2,insats
94,6,1,massmedia
94,0,3,att
94,46,3,under
94,23,0,ett
94,402,3,särskilt
95,547,2,kulturutskottet
95,43,2,och
95,60,2,kräver
95,2,1,åtgärder
95,548,2,upprepade
95,549,2,inslag
95,550,0,underhållningsvåld
95,6,1,massmedia
95,182,2,naturligtvis
95,148,2,också
95,17,4,det
95,551,3,djupt
95,552,3,beslut
96,14,4,olika
96,296,4,grupper
96,553,4,makten
96,246,3,över
96,554,3,informationen
96,130,0,genom
96,0,4,att
96,555,1,rad
96,212,0,nya
96,101,1,media
96,46,4,under
96,321,4,talet
96,155,4,kommer
96,0,4,att
96,556,4,sitt
96,469,4,kommersiella
96,557,4,såsom
96,558,1,video
97,0,4,att
97,383,0,dessa
97,109,3,frågor
97,34,1,inte
97,49,0,har
97,559,0,väckt
97,168,4,större
97,386,4,uppmärksamhet
97,434,0,våra
97,6,4,massmedia
97,17,4,det
97,165,1,ändå
97,0,4,att
97,383,4,dessa
97,109,0,frågor
97,560,4,berör
98,62,3,här
98,150,0,frågorna
98,34,3,inte
98,49,2,har
98,561,3,uppmärksammats
98,36,0,någon
98,562,2,högre
98,563,2,grad
98,6,3,massmedia
98,49,0,har
98,505,2,propositionen
98,385,2,stor
98,564,3,aktivitet
98,565,2,hos
98,566,2,ledamöterna
99,45,3,han
